c1.diseaseId	c1.name	c1.STY	c1.MESH	c1.diseaseClassName	c1.doName	c1.type	c1.OMIM	c2.symbol	c2.geneId	c2.uniprotId	c2.description	c2.DPI	c2.DSI	c2.pantherName	c0.score	c0.EI	c0.Npmids	c0.Nsnps	c0.source	c3.Ndiseases
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	VTRNA2-1	100126299	null	vault RNA 2-1	0.357	0.688	null	2.747267842131E-4	1.0	1	0	ALL	22
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FAM47E	100129583	Q6ZV65	family with sequence similarity 47 member E	0.107	0.93	transcription factor; nucleic acid binding	2.747267842131E-4	1.0	1	1	ALL	2
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR1224	100187716	null	microRNA 1224	0.286	0.779	null	2.747267842131E-4	1.0	1	0	ALL	9
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	WASHC1	100287171	A8K0Z3	WASH complex subunit 1	0.179	0.804	null	2.747267842131E-4	1.0	1	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	C4B_2	100293534	P0C0L4;P0C0L5	complement component 4B (Chido blood group), copy 2	0.464	0.693	defense/immunity protein; signaling molecule; enzyme modulator	2.747267842131E-4	1.0	1	0	ALL	21
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR3143	100422934	null	microRNA 3143	0.036	1.0	null	2.747267842131E-4	1.0	1	0	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MINOS1-NBL1	100532736	P41271	MINOS1-NBL1 readthrough	0.143	0.838	null	2.747267842131E-4	1.0	1	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR4697	100616119	null	microRNA 4697	0.036	1.0	null	2.747267842131E-4	1.0	1	0	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR4519	100616231	null	microRNA 4519	0.036	1.0	null	2.747267842131E-4	1.0	1	1	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FAM47E-STBD1	100631383	Q6ZV65	FAM47E-STBD1 readthrough	0.036	1.0	transcription factor; nucleic acid binding	2.747267842131E-4	1.0	1	1	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PQBP1	10084	O60828	polyglutamine binding protein 1	0.5	0.51	transcription factor; enzyme modulator	2.747267842131E-4	1.0	1	0	ALL	129
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PINK1-AS	100861548	null	PINK1 antisense RNA	0.071	0.889	null	2.747267842131E-4	1.0	1	4	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPIF	10105	P30405	peptidylprolyl isomerase F	0.571	0.645	isomerase	2.747267842131E-4	1.0	1	0	ALL	34
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LRPPRC	10128	P42704	leucine rich pentatricopeptide repeat containing	0.75	0.507	transporter; transferase; kinase; receptor; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	133
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	OPTN	10133	Q96CV9	optineurin	0.679	0.546	null	2.747267842131E-4	1.0	1	0	ALL	90
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATP6AP2	10159	O75787	ATPase H+ transporting accessory protein 2	0.714	0.561	null	2.747267842131E-4	1.0	1	0	ALL	78
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LINC00914	101669765	null	long intergenic non-protein coding RNA 914	0.679	0.542	null	2.747267842131E-4	1.0	1	0	ALL	94
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ADAM10	102	O14672	ADAM metallopeptidase domain 10	0.679	0.536	null	2.747267842131E-4	1.0	1	0	ALL	100
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CDK6	1021	Q00534	cyclin dependent kinase 6	0.714	0.495	transferase; kinase	2.747267842131E-4	1.0	1	0	ALL	150
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	STX6	10228	O43752	syntaxin 6	0.107	0.889	membrane traffic protein	2.747267842131E-4	0.0	1	1	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CDKN1A	1026	P38936	cyclin dependent kinase inhibitor 1A	0.821	0.402	enzyme modulator	2.747267842131E-4	1.0	1	0	ALL	377
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	STUB1	10273	Q9UNE7	STIP1 homology and U-box containing protein 1	0.464	0.606	null	2.747267842131E-4	1.0	1	0	ALL	50
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SIGMAR1	10280	Q99720	sigma non-opioid intracellular receptor 1	0.571	0.575	null	2.747267842131E-4	1.0	1	0	ALL	68
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DNAJA2	10294	O60884	DnaJ heat shock protein family (Hsp40) member A2	0.321	0.804	null	2.747267842131E-4	1.0	1	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AKR1A1	10327	P14550	aldo-keto reductase family 1 member A1	0.821	0.513	oxidoreductase	2.747267842131E-4	1.0	1	0	ALL	125
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	APOA1-AS	104326055	null	APOA1 antisense RNA	0.071	0.889	null	2.747267842131E-4	1.0	1	1	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GPNMB	10457	Q14956	glycoprotein nmb	0.714	0.542	cell adhesion molecule; signaling molecule	2.747267842131E-4	1.0	1	2	ALL	94
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	UNC13B	10497	O14795	unc-13 homolog B	0.321	0.768	null	2.747267842131E-4	1.0	1	1	ALL	10
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CEBPB	1051	P17676	CCAAT/enhancer binding protein beta	0.679	0.527	transcription factor; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	109
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PROCR	10544	Q9UNN8	protein C receptor	0.607	0.579	enzyme modulator; receptor	2.747267842131E-4	1.0	1	0	ALL	65
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SLU7	10569	O95391	SLU7 homolog, splicing factor	0.679	0.572	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	70
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NPC2	10577	P61916	NPC intracellular cholesterol transporter 2	0.643	0.561	null	2.747267842131E-4	1.0	1	0	ALL	78
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	BUB1B-PAK6	106821730	Q9NQU5	BUB1B-PAK6 readthrough	0.036	1.0	null	2.747267842131E-4	1.0	1	0	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RAI1	10743	Q7Z5J4	retinoic acid induced 1	0.679	0.47	transcription factor	2.747267842131E-4	1.0	1	1	ALL	192
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CTSC	1075	P53634	cathepsin C	0.714	0.56	protease; hydrolase	2.747267842131E-4	1.0	1	0	ALL	79
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPP1R17	10842	O96001	protein phosphatase 1 regulatory subunit 17	0.179	0.819	null	2.747267842131E-4	1.0	1	0	ALL	6
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LILRB1	10859	Q8NHL6	leukocyte immunoglobulin like receptor B1	0.679	0.552	defense/immunity protein; signaling molecule; receptor	2.747267842131E-4	1.0	1	0	ALL	85
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	YWHAQ	10971	P27348	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	0.5	0.651	chaperone	2.747267842131E-4	1.0	1	0	ALL	32
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SDS	10993	P20132	serine dehydratase	0.714	0.499	isomerase; lyase; hydrolase	2.747267842131E-4	1.0	1	0	ALL	144
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CHAT	1103	P28329	choline O-acetyltransferase	0.714	0.55	transferase	2.747267842131E-4	0.0	1	0	ALL	87
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	WDHD1	11169	O75717	WD repeat and HMG-box DNA binding protein 1	0.786	0.586	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	61
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HRH3	11255	Q9Y5N1	histamine receptor H3	0.393	0.68	receptor	2.747267842131E-4	1.0	1	0	ALL	24
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NACC1	112939	Q96RE7	nucleus accumbens associated 1	0.25	0.684	transcription factor; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	23
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TRIM9	114088	Q9C026	tripartite motif containing 9	0.321	0.79	null	2.747267842131E-4	1.0	1	0	ALL	8
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CHRNB3	1142	Q05901	cholinergic receptor nicotinic beta 3 subunit	0.286	0.693	transporter; receptor	2.747267842131E-4	1.0	1	0	ALL	21
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CHRNB4	1143	P30926	cholinergic receptor nicotinic beta 4 subunit	0.393	0.648	transporter; receptor	2.747267842131E-4	1.0	1	0	ALL	33
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PGLYRP2	114770	Q96PD5	peptidoglycan recognition protein 2	0.25	0.727	defense/immunity protein; signaling molecule	2.747267842131E-4	1.0	1	2	ALL	15
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PGLYRP3	114771	Q96LB9	peptidoglycan recognition protein 3	0.179	0.819	null	2.747267842131E-4	1.0	1	1	ALL	6
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TPH2	121278	Q8IWU9	tryptophan hydroxylase 2	0.679	0.527	null	2.747267842131E-4	1.0	1	0	ALL	109
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CMA1	1215	P23946	chymase 1	0.536	0.546	protease; hydrolase	2.747267842131E-4	1.0	1	0	ALL	90
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TCEANC2	127428	Q96MN5	transcription elongation factor A N-terminal and central domain containing 2	0.107	0.93	transcription factor; nucleic acid binding	2.747267842131E-4	1.0	1	2	ALL	2
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PROKR2	128674	Q8NFJ6	prokineticin receptor 2	0.5	0.619	receptor	2.747267842131E-4	1.0	1	0	ALL	44
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ADH7	131	P40394	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	0.571	0.626	oxidoreductase	2.747267842131E-4	1.0	1	0	ALL	41
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MAP3K8	1326	P41279	mitogen-activated protein kinase kinase kinase 8	0.679	0.533	null	2.747267842131E-4	1.0	1	0	ALL	103
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PXDNL	137902	A1KZ92	peroxidasin like	0.179	0.889	oxidoreductase	2.747267842131E-4	1.0	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CRY2	1408	Q49AN0	cryptochrome circadian clock 2	0.607	0.623	lyase; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	42
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CSNK1D	1453	P48730	casein kinase 1 delta	0.429	0.651	transferase; kinase	2.747267842131E-4	1.0	1	0	ALL	32
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CSNK1G2	1455	P78368	casein kinase 1 gamma 2	0.214	0.804	transferase; kinase	2.747267842131E-4	1.0	1	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CSNK1G3	1456	Q9Y6M4	casein kinase 1 gamma 3	0.179	0.889	transferase; kinase	2.747267842131E-4	1.0	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PWAR1	145624	null	Prader Willi/Angelman region RNA 1	0.714	0.528	null	2.747267842131E-4	1.0	1	0	ALL	108
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ZFP90	146198	Q8TF47	ZFP90 zinc finger protein	0.179	0.804	transcription factor	2.747267842131E-4	0.0	1	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CTRL	1506	P40313	chymotrypsin like	0.393	0.698	protease; hydrolase	2.747267842131E-4	0.0	1	0	ALL	20
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CUX1	1523	P39880;Q13948	cut like homeobox 1	0.75	0.507	transcription factor; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	133
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CX3CR1	1524	P49238	C-X3-C motif chemokine receptor 1	0.821	0.472	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	2.747267842131E-4	1.0	1	0	ALL	189
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CYC1	1537	P08574	cytochrome c1	0.321	0.651	null	2.747267842131E-4	1.0	1	0	ALL	32
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DAPK1	1612	P53355	death associated protein kinase 1	0.714	0.519	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	2.747267842131E-4	1.0	1	2	ALL	118
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DAPK3	1613	O43293	death associated protein kinase 3	0.536	0.633	null	2.747267842131E-4	1.0	1	0	ALL	38
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FSIP1	161835	Q8NA03	fibrous sheath interacting protein 1	0.5	0.672	null	2.747267842131E-4	1.0	1	0	ALL	26
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ZFPM1	161882	Q8IX07	zinc finger protein, FOG family member 1	0.321	0.75	transcription factor; nucleic acid binding	2.747267842131E-4	0.0	1	0	ALL	12
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AES	166	Q08117	amino-terminal enhancer of split	0.286	0.741	transcription factor	2.747267842131E-4	1.0	1	0	ALL	13
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TIMM8A	1678	O60220	translocase of inner mitochondrial membrane 8A	0.643	0.532	null	2.747267842131E-4	1.0	1	0	ALL	104
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DDX53	168400	Q86TM3	DEAD-box helicase 53	0.643	0.561	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	78
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AGER	177	Q15109	advanced glycosylation end-product specific receptor	0.75	0.464	cell adhesion molecule; receptor	2.747267842131E-4	1.0	1	0	ALL	203
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	DNMT1	1786	P26358	DNA methyltransferase 1	0.857	0.439	null	2.747267842131E-4	1.0	1	0	ALL	261
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RLS1	192142	null	Restless legs syndrome, susceptibility to	0.107	0.838	null	2.747267842131E-4	0.0	1	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MEGF8	1954	Q7Z7M0	multiple EGF like domains 8	0.464	0.562	enzyme modulator; extracellular matrix protein; receptor	2.747267842131E-4	1.0	1	0	ALL	77
